"","cities","countries","aqi_table.X2024"
"3042","Suzuka","Japan",9.1
"3043","Togitsu","Japan",9.1
"3044","Katsuyamakita","Japan",9.1
"3045","Kishiwada","Japan",9.1
"3046","Mizukoshi","Japan",9.1
"3047","Yao","Japan",9.1
"3048","Moroyama","Japan",9.1
"3049","Anan","Japan",9.1
"3050","Uozu","Japan",9.1
"3051","Vilnius","Lithuania",9.1
"3052","Sri Aman","Malaysia",9.1
"3053","Groenlo","Netherlands",9.1
"3054","Moerdijk","Netherlands",9.1
"3055","Ossendrecht","Netherlands",9.1
"3056","Sarpsborg","Norway",9.1
"3057","Ilo","Peru",9.1
"3058","Rakitna","Slovenia",9.1
"3059","Aviles","Spain",9.1
"3060","Langreo","Spain",9.1
"3061","Durango","Spain",9.1
"3062","Igualada","Spain",9.1
"3063","Nuwara Eliya","Sri Lanka",9.1
"3064","Pregassona","Switzerland",9.1
"3065","Écublens","Switzerland",9.1
"3066","Keelung","Taiwan",9.1
"3067","Phra That Pha Daeng","Thailand",9.1
"3068","Bray","United Kingdom",9.1
"3069","Harston","United Kingdom",9.1
"3070","Irondale","USA",9.1
"3071","Chatsworth","USA",9.1
"3072","Corona","USA",9.1
"3073","Lomita","USA",9.1
"3074","Redondo Beach","USA",9.1
"3075","Yorba Linda","USA",9.1
"3076","Cartersville","USA",9.1
"3077","Whiting","USA",9.1
"3078","Noxon","USA",9.1
"3079","Antlers","USA",9.1
"3080","Garden View","USA",9.1
"3081","The Colony","USA",9.1
"3082","Glasgow","USA",9.1
"3083","Amery","USA",9.1
"3084","Singleton","Australia",9
"3085","Amstetten","Austria",9
"3086","Salzburg","Austria",9
"3087","Fort Vermilion","Canada",9
"3088","High River","Canada",9
"3089","Lloydminster","Canada",9
"3090","Blaeberry","Canada",9
"3091","Hay River","Canada",9
"3092","Prince Albert","Canada",9
"3093","Qamdo","China",9
"3094","Sveta Nedelja","Croatia",9
"3095","Villefranche-sur-Saone","France",9
"3096","Vendenheim","France",9
"3097","Cannes","France",9
"3098","Fos-sur-Mer","France",9
"3099","Rognac","France",9
"3100","Orsingen-Nenzingen","Germany",9
"3101","Landshut","Germany",9
"3102","Elsdorf","Germany",9
"3103","Oer-Erkenschwick","Germany",9
"3104","Bernburg (Saale)","Germany",9
"3105","Sylt","Germany",9
"3106","Altenburg","Germany",9
"3107","Laghetti","Italy",9
"3108","Kamagaya","Japan",9
"3109","Urayasu","Japan",9
"3110","Iizuka","Japan",9
"3111","Ogori","Japan",9
"3112","Nakamachi","Japan",9
"3113","Gifu","Japan",9
"3114","Hashima","Japan",9
"3115","Nishiotoba","Japan",9
"3116","Otake","Japan",9
"3117","Miyayama","Japan",9
"3118","Ota","Japan",9
"3119","Omura","Japan",9
"3120","Ao","Japan",9
"3121","Taku","Japan",9
"3122","Higashi-Matsuyama","Japan",9
"3123","Miyashiro","Japan",9
"3124","Toda","Japan",9
"3125","Muyacho Kokuwajima","Japan",9
"3126","Higashikurume","Japan",9
"3127","Kiyose","Japan",9
"3128","Mizuho","Japan",9
"3129","Tokyo","Japan",9
"3130","Tottori","Japan",9
"3131","Waki","Japan",9
"3132","Dieren","Netherlands",9
"3133","Heeze","Netherlands",9
"3134","Hoek van Holland","Netherlands",9
"3135","Sas van Gent","Netherlands",9
"3136","Lugones","Spain",9
"3137","Oviedo","Spain",9
"3138","Arucas","Spain",9
"3139","Telde","Spain",9
"3140","Yilan","Taiwan",9
"3141","Ankara","Turkey",9
"3142","East Ham","United Kingdom",9
"3143","Eccles","United Kingdom",9
"3144","Manchester","United Kingdom",9
"3145","Culver City","USA",9
"3146","La Cañada Flintridge","USA",9
"3147","Madera","USA",9
"3148","San Pablo","USA",9
"3149","Vista Santa Rosa","USA",9
"3150","Yucaipa","USA",9
"3151","Featherville","USA",9
"3152","Mishawaka","USA",9
"3153","Shreveport","USA",9
"3154","Belgrade","USA",9
"3155","Grove City","USA",9
"3156","Newburgh Heights","USA",9
"3157","Wooster","USA",9
"3158","Moore","USA",9
"3159","Stilwell","USA",9
"3160","Burns","USA",9
"3161","Baytown","USA",9
"3162","Lewisville","USA",9
"3163","Luray","USA",9
"3164","Buenos Aires","Argentina",8.9
"3165","Vomp","Austria",8.9
"3166","Brussels","Belgium",8.9
"3167","Veurne","Belgium",8.9
"3168","Athabasca","Canada",8.9
"3169","Elk Island","Canada",8.9
"3170","Vaughan","Canada",8.9
"3171","Montreal","Canada",8.9
"3172","Saint-Martin-Boulogne","France",8.9
"3173","Coulommiers","France",8.9
"3174","Montpellier","France",8.9
"3175","Bouguenais","France",8.9
"3176","Heilbronn","Germany",8.9
"3177","Dallgow-Doeberitz","Germany",8.9
"3178","Luckenwalde","Germany",8.9
"3179","Winterhude","Germany",8.9
"3180","Leizen","Germany",8.9
"3181","Wolgast","Germany",8.9
"3182","Jüchen","Germany",8.9
"3183","Dornbock","Germany",8.9
"3184","Chania","Greece",8.9
"3185","Pangkalan Bun","Indonesia",8.9
"3186","Aosta","Italy",8.9
"3187","Shiroi","Japan",8.9
"3188","Chikugo","Japan",8.9
"3189","Itoshima","Japan",8.9
"3190","Hiroshima","Japan",8.9
"3191","Takehara","Japan",8.9
"3192","Akashi","Japan",8.9
"3193","Amagasaki","Japan",8.9
"3194","Hayama","Japan",8.9
"3195","Amakusa","Japan",8.9
"3196","Seika","Japan",8.9
"3197","Kameyama","Japan",8.9
"3198","Nichinan","Japan",8.9
"3199","Takahashi","Japan",8.9
"3200","Higashihagoromo","Japan",8.9
"3201","Suita","Japan",8.9
"3202","Tanigawa","Japan",8.9
"3203","Ureshino","Japan",8.9
"3204","Hanyu","Japan",8.9
"3205","Iruma","Japan",8.9
"3206","Kasukabe","Japan",8.9
"3207","Hikone","Japan",8.9
"3208","Komae","Japan",8.9
"3209","Ome","Japan",8.9
"3210","Limbang","Malaysia",8.9
"3211","Sneek","Netherlands",8.9
"3212","Taihape","New Zealand",8.9
"3213","Huaraz","Peru",8.9
"3214","Elche","Spain",8.9
"3215","Cadenazzo","Switzerland",8.9
"3216","Locarno","Switzerland",8.9
"3217","Bournemouth","United Kingdom",8.9
"3218","Great Sankey","United Kingdom",8.9
"3219","Leeds","USA",8.9
"3220","Alturas","USA",8.9
"3221","La Crescenta-Montrose","USA",8.9
"3222","Bonifay","USA",8.9
"3223","Sugar Hill","USA",8.9
"3224","West Point","USA",8.9
"3225","McCall","USA",8.9
"3226","Lawrence","USA",8.9
"3227","Lawrence","USA",8.9
"3228","Albemarle","USA",8.9
"3229","Spiro","USA",8.9
"3230","Camp Hill","USA",8.9
"3231","Elizabethtown","USA",8.9
"3232","Swissvale","USA",8.9
"3233","Cleveland","USA",8.9
"3234","Ciudad Guayana","Venezuela",8.9
"3235","Stockton","Australia",8.8
"3236","Collie","Australia",8.8
"3237","Steyr","Austria",8.8
"3238","Boom","Belgium",8.8
"3239","Steenokkerzeel","Belgium",8.8
"3240","Rixensart","Belgium",8.8
"3241","Campo Mourao","Brazil",8.8
"3242","Sao Sebastiao","Brazil",8.8
"3243","Lac la Biche","Canada",8.8
"3244","Altay","China",8.8
"3245","Grenoble","France",8.8
"3246","Saint-Chamond","France",8.8
"3247","Montbéliard","France",8.8
"3248","Mulhouse","France",8.8
"3249","Arrest","France",8.8
"3250","Creil","France",8.8
"3251","Saint-Pierre-du-Mont","France",8.8
"3252","Tarbes","France",8.8
"3253","Eppelheim","Germany",8.8
"3254","Burgbernheim","Germany",8.8
"3255","Trostberg","Germany",8.8
"3256","Michendorf","Germany",8.8
"3257","Limburg an der Lahn","Germany",8.8
"3258","Gustrow","Germany",8.8
"3259","Bielefeld","Germany",8.8
"3260","Nettetal","Germany",8.8
"3261","Koblenz","Germany",8.8
"3262","Mainz","Germany",8.8
"3263","Neuwied","Germany",8.8
"3264","Leipzig","Germany",8.8
"3265","Kollow","Germany",8.8
"3266","Sintang","Indonesia",8.8
"3267","Locri","Italy",8.8
"3268","Handa","Japan",8.8
"3269","Komaki","Japan",8.8
"3270","Nanatsugidai","Japan",8.8
"3271","Chikushino","Japan",8.8
"3272","Sekimachi","Japan",8.8
"3273","Iga","Japan",8.8
"3274","Saikai","Japan",8.8
"3275","Tsushima","Japan",8.8
"3276","Tenri","Japan",8.8
"3277","Tsuyama","Japan",8.8
"3278","Nishiki","Japan",8.8
"3279","Takeo","Japan",8.8
"3280","Hidaka","Japan",8.8
"3281","Honjo","Japan",8.8
"3282","Soka","Japan",8.8
"3283","Yorii","Japan",8.8
"3284","Tachikawa","Japan",8.8
"3285","Fuefuki","Japan",8.8
"3286","IJmuiden","Netherlands",8.8
"3287","Schiedam","Netherlands",8.8
"3288","Suwalki","Poland",8.8
"3289","Lupanovo","Russia",8.8
"3290","Port Shepstone","South Africa",8.8
"3291","Hualien City","Taiwan",8.8
"3292","Ipswich","United Kingdom",8.8
"3293","Gadsden","USA",8.8
"3294","Fullerton","USA",8.8
"3295","North Tustin","USA",8.8
"3296","Lake City","USA",8.8
"3297","Panama City Beach","USA",8.8
"3298","Douglas","USA",8.8
"3299","Peachtree Corners","USA",8.8
"3300","Powder Springs","USA",8.8
"3301","Smyrna","USA",8.8
"3302","Tucker","USA",8.8
"3303","Challis","USA",8.8
"3304","Central City","USA",8.8
"3305","Bellaire","USA",8.8
"3306","Dearborn","USA",8.8
"3307","Columbus","USA",8.8
"3308","Hernando","USA",8.8
"3309","Broadus","USA",8.8
"3310","North Las Vegas","USA",8.8
"3311","Harrisburg","USA",8.8
"3312","Port Clinton","USA",8.8
"3313","Ponca City","USA",8.8
"3314","Bath","USA",8.8
"3315","Bellevue","USA",8.8
"3316","Hershey","USA",8.8
"3317","New Holland","USA",8.8
"3318","Corsicana","USA",8.8
"3319","Fort Worth","USA",8.8
"3320","Richmond","USA",8.8
"3321","Baden","Austria",8.7
"3322","Haselbach","Austria",8.7
"3323","Camrose","Canada",8.7
"3324","Edmonton","Canada",8.7
"3325","Val-David","Canada",8.7
"3326","Rijeka","Croatia",8.7
"3327","Tournon-sur-Rhone","France",8.7
"3328","Saint-Jean-de-la-Ruelle","France",8.7
"3329","Woippy","France",8.7
"3330","Boulogne-sur-Mer","France",8.7
"3331","Le Robert","France",8.7
"3332","Kehl","Germany",8.7
"3333","Augsburg","Germany",8.7
"3334","Neustadt an der Donau","Germany",8.7
"3335","Hamburg","Germany",8.7
"3336","Stralsund","Germany",8.7
"3337","Essen","Germany",8.7
"3338","Koln","Germany",8.7
"3339","Mulheim","Germany",8.7
"3340","Ratingen","Germany",8.7
"3341","Wesel","Germany",8.7
"3342","Burg (bei Magdeburg)","Germany",8.7
"3343","Weißenfels","Germany",8.7
"3344","Sapes","Greece",8.7
"3345","Kato Kastritsi","Greece",8.7
"3346","Livorno","Italy",8.7
"3347","Dazaifu","Japan",8.7
"3348","Hisage","Japan",8.7
"3349","Kanda","Japan",8.7
"3350","Shibukawa","Japan",8.7
"3351","Sanda","Japan",8.7
"3352","Sanuki","Japan",8.7
"3353","Kagoshima","Japan",8.7
"3354","Matsusaka","Japan",8.7
"3355","Haiki","Japan",8.7
"3356","Isahaya","Japan",8.7
"3357","Nara","Japan",8.7
"3358","Beppu","Japan",8.7
"3359","Fukaisawamachi","Japan",8.7
"3360","Oka","Japan",8.7
"3361","Chichibu","Japan",8.7
"3362","Fukaya","Japan",8.7
"3363","Kukichuo","Japan",8.7
"3364","Miyakawacho","Japan",8.7
"3365","Saitama","Japan",8.7
"3366","Kodaira","Japan",8.7
"3367","Kunitachi","Japan",8.7
"3368","Mitaka","Japan",8.7
"3369","Nagai","Japan",8.7
"3370","Hikari","Japan",8.7
"3371","Kudamatsu","Japan",8.7
"3372","Badhoevedorp","Netherlands",8.7
"3373","Catano","Puerto Rico",8.7
"3374","Santa Cruz de la Palma","Spain",8.7
"3375","Lugo","Spain",8.7
"3376","Truttikon","Switzerland",8.7
"3377","Sila","Thailand",8.7
"3378","Pukhivka","Ukraine",8.7
"3379","McCalla","USA",8.7
"3380","Ketchikan","USA",8.7
"3381","Little Rock","USA",8.7
"3382","Lake Elsinore","USA",8.7
"3383","Oasis","USA",8.7
"3384","River Pines","USA",8.7
"3385","Santa Ana","USA",8.7
"3386","Jasper","USA",8.7
"3387","Marietta","USA",8.7
"3388","Aurora","USA",8.7
"3389","Coal City","USA",8.7
"3390","East Saint Louis","USA",8.7
"3391","Port Allen","USA",8.7
"3392","Crystal","USA",8.7
"3393","Clayton","USA",8.7
"3394","Saint Ann","USA",8.7
"3395","Kalispell","USA",8.7
"3396","Concord","USA",8.7
"3397","Fairlawn","USA",8.7
"3398","Orrville","USA",8.7
"3399","Durant","USA",8.7
"3400","Oklahoma City","USA",8.7
"3401","Forest Hills","USA",8.7
"3402","Selinsgrove","USA",8.7
"3403","Florence","USA",8.7
"3404","Saint Andrews","USA",8.7
"3405","Memphis","USA",8.7
"3406","Blue Ridge","USA",8.7
"3407","Dripping Springs","USA",8.7
"3408","Harlingen","USA",8.7
"3409","Missouri City","USA",8.7
"3410","Orange","USA",8.7
"3411","San Antonio","USA",8.7
"3412","Longford","Australia",8.6
"3413","Zellerndorf","Austria",8.6
"3414","Ukkel","Belgium",8.6
"3415","Wainwright","Canada",8.6
"3416","Flin Flon","Canada",8.6
"3417","Pusignan","France",8.6
"3418","Le Havre","France",8.6
"3419","Filderstadt","Germany",8.6
"3420","Tubingen","Germany",8.6
"3421","Lindau (Bodensee)","Germany",8.6
"3422","Wurzburg","Germany",8.6
"3423","Alt Zauche-Wusswerk","Germany",8.6
"3424","Wittenberge","Germany",8.6
"3425","Bremen","Germany",8.6
"3426","Heppenheim (Bergstrasse)","Germany",8.6
"3427","Bosel","Germany",8.6
"3428","Gohlen","Germany",8.6
"3429","Wismar","Germany",8.6
"3430","Bonn","Germany",8.6
"3431","Bornheim","Germany",8.6
"3432","Trier","Germany",8.6
"3433","Bitterfeld-Wolfen","Germany",8.6
"3434","Wernigerode","Germany",8.6
"3435","Tullamore","Ireland",8.6
"3436","Tahara","Japan",8.6
"3437","Tokai","Japan",8.6
"3438","Noda","Japan",8.6
"3439","Yame","Japan",8.6
"3440","Ono","Japan",8.6
"3441","Takarazuka","Japan",8.6
"3442","Toride","Japan",8.6
"3443","Izumi","Japan",8.6
"3444","Sagamihara","Japan",8.6
"3445","Sumida","Japan",8.6
"3446","Nantan","Japan",8.6
"3447","Oyamazaki","Japan",8.6
"3448","Goto","Japan",8.6
"3449","Tawaramoto","Japan",8.6
"3450","Shibata","Japan",8.6
"3451","Yufu","Japan",8.6
"3452","Suehirocho","Japan",8.6
"3453","Higashiomi","Japan",8.6
"3454","Moriyama","Japan",8.6
"3455","Kitajima","Japan",8.6
"3456","Higashiyamato","Japan",8.6
"3457","Hofu","Japan",8.6
"3458","Iwakuni","Japan",8.6
"3459","Shimonoseki","Japan",8.6
"3460","Shunan","Japan",8.6
"3461","Yamanota Higashimachi","Japan",8.6
"3462","Hoogvliet","Netherlands",8.6
"3463","Ridderkerk","Netherlands",8.6
"3464","Rotterdam","Netherlands",8.6
"3465","George","South Africa",8.6
"3466","Gijon","Spain",8.6
"3467","Barakaldo","Spain",8.6
"3468","Leon","Spain",8.6
"3469","Barcelona","Spain",8.6
"3470","Lleida","Spain",8.6
"3471","Algete","Spain",8.6
"3472","Catford","United Kingdom",8.6
"3473","Londonderry","United Kingdom",8.6
"3474","Decatur","USA",8.6
"3475","Uniontown","USA",8.6
"3476","Oak Hills","USA",8.6
"3477","Gulf Breeze","USA",8.6
"3478","Palm Harbor","USA",8.6
"3479","East Point","USA",8.6
"3480","Warner Robins","USA",8.6
"3481","Cicero","USA",8.6
"3482","Harvard","USA",8.6
"3483","Kansas City","USA",8.6
"3484","Newport","USA",8.6
"3485","Colmar Manor","USA",8.6
"3486","Manchester","USA",8.6
"3487","Arlee","USA",8.6
"3488","Charlo","USA",8.6
"3489","Las Vegas","USA",8.6
"3490","Toledo","USA",8.6
"3491","Healdton","USA",8.6
"3492","Enterprise","USA",8.6
"3493","Emsworth","USA",8.6
"3494","Wyomissing","USA",8.6
"3495","Richardson","USA",8.6
"3496","Chewelah","USA",8.6
"3497","Gern","Austria",8.5
"3498","Innsbruck","Austria",8.5
"3499","Sherwood Park","Canada",8.5
"3500","Grand Forks","Canada",8.5
"3501","Lavaltrie","Canada",8.5
"3502","George Town","Cayman Islands",8.5
"3503","Villa de San Diego de Ubate","Colombia",8.5
"3504","Chalon-sur-Saône","France",8.5
"3505","Nancy","France",8.5
"3506","Reims","France",8.5
"3507","Basse-Terre","France",8.5
"3508","Vitry-sur-Seine","France",8.5
"3509","Sainte-Luce","France",8.5
"3510","Bassens","France",8.5
"3511","Sontheim an der Brenz","Germany",8.5
"3512","Bebra","Germany",8.5
"3513","Raunheim","Germany",8.5
"3514","Hennef","Germany",8.5
"3515","Niederzier","Germany",8.5
"3516","Wittenborn","Germany",8.5
"3517","Jena","Germany",8.5
"3518","Kasugai","Japan",8.5
"3519","Nagoya","Japan",8.5
"3520","Okazaki","Japan",8.5
"3521","Kashiwa","Japan",8.5
"3522","Nagareyama","Japan",8.5
"3523","Sanno","Japan",8.5
"3524","Yachiyo","Japan",8.5
"3525","Koga","Japan",8.5
"3526","Sasaguri","Japan",8.5
"3527","Maebashi","Japan",8.5
"3528","Ako","Japan",8.5
"3529","Ichikikushikino","Japan",8.5
"3530","Atsugi","Japan",8.5
"3531","Chigasaki","Japan",8.5
"3532","Iwashita","Japan",8.5
"3533","Ikoma","Japan",8.5
"3534","Daito","Japan",8.5
"3535","Hagurazaki","Japan",8.5
"3536","Kotobukicho","Japan",8.5
"3537","Shodokorocho","Japan",8.5
"3538","Koshigaya","Japan",8.5
"3539","Takashima","Japan",8.5
"3540","Nishinoji","Japan",8.5
"3541","Higashimurayama","Japan",8.5
"3542","Karkiškės","Lithuania",8.5
"3543","Cabo San Lucas","Mexico",8.5
"3544","Vredepeel","Netherlands",8.5
"3545","Opmeer","Netherlands",8.5
"3546","Amersfoort","Netherlands",8.5
"3547","Brena Baja","Spain",8.5
"3548","Tarragona","Spain",8.5
"3549","Vilanova i la Geltrú","Spain",8.5
"3550","Getafe","Spain",8.5
"3551","Wettingen","Switzerland",8.5
"3552","Jacksonville","USA",8.5
"3553","Casa Grande","USA",8.5
"3554","Atwater","USA",8.5
"3555","Cathedral City","USA",8.5
"3556","Clovis","USA",8.5
"3557","Ladera Ranch","USA",8.5
"3558","Lathrop","USA",8.5
"3559","Modesto","USA",8.5
"3560","Upland","USA",8.5
"3561","Cumming","USA",8.5
"3562","Decatur","USA",8.5
"3563","Spirit Lake","USA",8.5
"3564","Homer","USA",8.5
"3565","Noblesville","USA",8.5
"3566","Almont","USA",8.5
"3567","Muskegon","USA",8.5
"3568","Hastings","USA",8.5
"3569","Jackson","USA",8.5
"3570","Plains","USA",8.5
"3571","Potomac","USA",8.5
"3572","Elmwood Place","USA",8.5
"3573","Ontario","USA",8.5
"3574","Copan","USA",8.5
"3575","White City","USA",8.5
"3576","Lewisburg","USA",8.5
"3577","Waynesboro","USA",8.5
"3578","Whitehall","USA",8.5
"3579","Galena Park","USA",8.5
"3580","Garden Ridge","USA",8.5
"3581","Hutto","USA",8.5
"3582","Leakey","USA",8.5
"3583","Pflugerville","USA",8.5
"3584","Grandview","USA",8.5
"3585","Brighton","Australia",8.4
"3586","Bad Vöslau","Austria",8.4
"3587","Innere Stadt","Austria",8.4
"3588","Okotoks","Canada",8.4
"3589","Fort Erie","Canada",8.4
"3590","Windsor","Canada",8.4
"3591","Moose Jaw","Canada",8.4
"3592","Gaillard","France",8.4
"3593","Lunéville","France",8.4
"3594","Strasbourg","France",8.4
"3595","Cartignies","France",8.4
"3596","Achères","France",8.4
"3597","Mamoudzou","France",8.4
"3598","Castres","France",8.4
"3599","Ludwigsburg","Germany",8.4
"3600","Aschaffenburg","Germany",8.4
"3601","Oberhausen","Germany",8.4
"3602","Fulda","Germany",8.4
"3603","Hanau","Germany",8.4
"3604","Wiesbaden","Germany",8.4
"3605","Allertal","Germany",8.4
"3606","Hurth","Germany",8.4
"3607","Bad Kreuznach","Germany",8.4
"3608","Chemnitz","Germany",8.4
"3609","Radebeul","Germany",8.4
"3610","Saalfeld","Germany",8.4
"3611","Weimar","Germany",8.4
"3612","Chiavari","Italy",8.4
"3613","Piano di Rocchetta","Italy",8.4
"3614","Chiba","Japan",8.4
"3615","Funabashi","Japan",8.4
"3616","Mihama","Japan",8.4
"3617","Ishioka","Japan",8.4
"3618","Nakacho","Japan",8.4
"3619","Yokohama","Japan",8.4
"3620","Kyotanabe","Japan",8.4
"3621","Ichinoki","Japan",8.4
"3622","Takamatsu","Japan",8.4
"3623","Iwanuma","Japan",8.4
"3624","Taiwa","Japan",8.4
"3625","Sakurai","Japan",8.4
"3626","Itoigawa","Japan",8.4
"3627","Hiji","Japan",8.4
"3628","Asahimachi","Japan",8.4
"3629","Honmachi","Japan",8.4
"3630","Takaishi","Japan",8.4
"3631","Toencho","Japan",8.4
"3632","Karatsu","Japan",8.4
"3633","Minano","Japan",8.4
"3634","Utsunomiya","Japan",8.4
"3635","Musashino","Japan",8.4
"3636","Naujoji Akmene","Lithuania",8.4
"3637","Culemborg","Netherlands",8.4
"3638","Maastricht","Netherlands",8.4
"3639","Halfweg","Netherlands",8.4
"3640","Hoofddorp","Netherlands",8.4
"3641","Taupo","New Zealand",8.4
"3642","Lazaropole","North Macedonia",8.4
"3643","Bekkestua","Norway",8.4
"3644","Drammen","Norway",8.4
"3645","Santo Isidoro","Portugal",8.4
"3646","eSikhaleni","South Africa",8.4
"3647","Malaga","Spain",8.4
"3648","Laudio","Spain",8.4
"3649","Los Realejos","Spain",8.4
"3650","Biggs","USA",8.4
"3651","Desert Palms","USA",8.4
"3652","Lake Almanor Country Club","USA",8.4
"3653","Three Rivers","USA",8.4
"3654","Palm Beach","USA",8.4
"3655","The Crossings","USA",8.4
"3656","The Hammocks","USA",8.4
"3657","Chicago","USA",8.4
"3658","Lyons","USA",8.4
"3659","Naperville","USA",8.4
"3660","Huntington","USA",8.4
"3661","College Park","USA",8.4
"3662","Attleboro","USA",8.4
